timestep	volume	lx	ly	lz	potential_energy	kinetic_energy	temperature	pressure
7700	9261	21	21	21	-280.9767285	839.2294639	0.8167683347	0.04293608739
7800	9261	21	21	21	-284.6903947	830.7976781	0.8085622171	0.04148314714
7900	9261	21	21	21	-263.8488683	818.8829191	0.7969663446	0.03868212001
8000	9261	21	21	21	-262.237169	852.0547658	0.8292503803	0.04935458125
8100	9261	21	21	21	-258.3403508	847.8582625	0.8251661922	0.04810221814
8200	9261	21	21	21	-252.7038182	804.9278768	0.783384795	0.0506731962
8300	9261	21	21	21	-264.8223261	849.0224646	0.8262992356	0.0410136346
8400	9261	21	21	21	-250.2304209	891.2346199	0.8673816252	0.05954909314
8500	9261	21	21	21	-244.9799438	796.8515946	0.7755246663	0.03805372369
8600	9261	21	21	21	-247.740952	806.3462308	0.7847651881	0.04753245805
8700	9261	21	21	21	-253.8214555	806.4319049	0.7848485692	0.04665446444
8800	9261	21	21	21	-268.7886244	822.5577983	0.8005428694	0.04085482789
8900	9261	21	21	21	-262.068452	796.4767388	0.7751598431	0.04332473049
9000	9261	21	21	21	-260.9062632	817.9658299	0.7960738004	0.04156975732
9100	9261	21	21	21	-266.1677414	822.8060978	0.8007845234	0.04212472527
9200	9261	21	21	21	-271.8099682	803.1351051	0.781640005	0.04156934931
9300	9261	21	21	21	-274.0878138	837.7061015	0.8152857435	0.04521898095
9400	9261	21	21	21	-265.2832493	841.9709609	0.8194364583	0.051585812
9500	9261	21	21	21	-257.1590482	823.95373	0.8019014404	0.04557480986
9600	9261	21	21	21	-256.5863001	836.8451764	0.8144478602	0.05297916048
9700	9261	21	21	21	-258.6924809	833.8167477	0.8115004843	0.05105068595
9800	9261	21	21	21	-268.6742185	819.4937211	0.7975607991	0.0418966722
9900	9261	21	21	21	-275.2324763	834.4255323	0.8120929754	0.04037605367
